    ,Location,Technology       ,Tweet                                                                                                                                                                                           ,Sentiment_Score
18  ,IL      ,iot              ,RT @EmbeddedAdvisor: .@Avnet is a global leader in electronic components and embedded solutions from design to delivery https://t.co/VxxkYO\u2026                                               ,0
19  ,IL      ,iot              ,2018-05-17T04:34:42.193Z security deckcam vmotion                                                                                                                                               ,0
20  ,IL      ,iot              ,RT @evankirstel: Ericsson and PTC Speed App and Service Development for Cellular #IoT @PTC @arkessa @EricssonIoT  https://t.co/n6nheVNrTp                                                       ,0
21  ,IL      ,iot              ,RT @digitalcloudgal: #DezPhotoChallenge Who says work can\u2019t be fun? Had the best time today at #IoTWorld ! Thank you .@IoTWorldSeries .@Lor\u2026                                          ,1
22  ,IL      ,iot              ,Evolution of Internet of Things! [Infographic] \n\n[@antgrasso @evankirstel]\n#DigitalTransformation \n#IoT #AI #M2M\u2026 https://t.co/eRfmPtecCt                                              ,0
23  ,IL      ,iot              ,"Vape pen explosion led to death of Florida man, autopsy finds - CNET: #ai #deeplearning #iot cc @motorcycletwitt\u2026 https://t.co/hRBR6f6pu5"                                                ,0
24  ,IL      ,iot              ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                              ,0
25  ,IL      ,iot              ,RT @hudson_chatbots: PicoBrew is replacing its beer-brewing devices with a new universal device: #machinelearning #ai #iot mt: @MikeQuindaz\u2026                                               ,0
26  ,IL      ,iot              ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                              ,0
27  ,IL      ,iot              ,"RT @vanguardsw: RT @diioannid \#Ironing is a thing of the past. This #smart gadget and its #application can do it for you | via @mashable\n@\u2026"""                                          ,0
28  ,IL      ,iot              ,The Search Engine Optimization Tasks #SEO #DigitalMarketing #ContentMarketing #defstar5 #makeyourownlane #Marketing\u2026 https://t.co/EtmsW24OzQ                                               ,0
29  ,IL      ,iot              ,10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach\u2026 https://t.co/G66ryaoOkw                                                    ,0
30  ,IL      ,iot              ,RT @Self_Driving_AI: \ud83d\udd2dA #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] #InboundMarketing #ContentMarketing #Analy\u2026                                    ,0
31  ,IL      ,iot              ,RT @Fisher85M: \ud83c\udd95 The Periodic Table of Cloud Computing {Infographic}\n\n[via @CBinsights]\n#CyberSecurity #BigData #IoT @Fisher85M #VentureCap\u2026                                 ,0
32  ,IL      ,iot              ,digitaltransformation via NodeXL \n@helene_wpli\n@antgrasso\n@mikequindazzi\n@airshaid\n@ronald_vanloon\n@evankirstel\u2026 https://t.co/RKGXAcum4F                                             ,0
33  ,IL      ,iot              ,"RT @vanguardsw: RT @grattongirl \This #VirtualReality-controlled #Robot can dismantle bombs &gt; @CNBC via @MikeQuindazzi &gt; #AI #Robotics #IoT\u2026"""                                     ,0
34  ,IL      ,iot              ,RT @KrangTNelson: RACIST LAWYER GUY: hey fuck you. speak English in my presence. my taxes pay your welfare. fuck minorities \n\nBARI WEISS (P\u2026                                             ,0
35  ,IL      ,iot              ,The latest Enterprise IoT Tech Trends Daily! https://t.co/wHuLQmBPVO #iot #internetofthings                                                                                                     ,1
36  ,IL      ,iot              ,[#Podcast] Get a taste of #AIIM17 with @katrinapug and @ig_joe: https://t.co/pa4VWtZiS0 @Kevin_Craine #AI #IoT\u2026 https://t.co/I3Ag46wKrT                                                    ,0
37  ,IL      ,iot              ,"RT @digital_bella: OnePlus 6 vs iPhone X: almost half the price, but does it beat Apple's top phone?: #machinelearning #ai #iot mt: @motorc\u2026"                                             ,1
38  ,IL      ,iot              ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                            ,0
39  ,IL      ,iot              ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                                     ,0
40  ,IL      ,iot              ,RT @LeimerNick: Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                                       ,1
41  ,IL      ,iot              ,RT @wolfSSL: @wolfSSL shout out to @codegirlclub! We enjoyed meeting you and learning about how you are inspiring kids to code! #IoTWorld #\u2026                                               ,1
42  ,IL      ,iot              ,RT @JackChurch_AI: Senate votes to restore net neutrality: Here's how every senator voted - CNET: #machinelearning #ai #iot MT @motorcyclet\u2026                                               ,0
43  ,IL      ,iot              ,"RT @adrian_drones: Top #Influencers: Top 10 Vertices, Ranked by Betweenness Centrality\nby @nodexl | \n\nRead more: \n\n#IoT #InternetofThings #\u2026"                                        ,1
44  ,IL      ,iot              ,"RT @RadioFreeTom: Life is going to be hard on this young man, because life, generally, is hardest on stupid people. https://t.co/gPJLIc8Pmn"                                                   ,0
45  ,IL      ,iot              ,RT @EmbeddedAdvisor: .@Avnet is a global leader in electronic components and embedded solutions from design to delivery https://t.co/VxxkYO\u2026                                               ,0
46  ,IL      ,iot              ,RT @IOT_Recruiting: 10 of the best cheap fitness trackers in India: Top affordable sports bands: #BigData #MachineLearning #AI #IoT HT @mot\u2026                                               ,1
47  ,IL      ,iot              ,"RT @DigiTransTop: 8 policy trends for 2018 including the impact of #digital, #cryptocurrency, and #China as well as the new #USA risk and r\u2026"                                             ,0
48  ,IL      ,iot              ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                              ,1
49  ,IL      ,iot              ,RT @SSI_TeamUS: What is the most robust tool for #data protection? Any guesses? @ipfconline1\n@antgrasso\n@Fisher85M @jblefevre60 @evankirste\u2026                                             ,1
50  ,IL      ,iot              ,"RT @IOT_Recruiting: Feast your eyes on the iPhone X Tesla, a case so crazy it comes with its own phone - CNET: #machinelearning #ai #iot HT\u2026"                                             ,0
51  ,IL      ,iot              ,RT @BobSudothis: What is #cloud computing to an #industry? [Infographic] \n\n#Industry40 #iot #PaaS #SaaS #IaaS #disruptive #visualization #s\u2026                                             ,0
52  ,IL      ,iot              ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                             ,1
53  ,IL      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                                           ,0
54  ,IL      ,iot              ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                            ,0
55  ,IL      ,iot              ,RT @PD_MobileApps: You can back this foldable E Ink typewriter on Kickstarter right now: #machinelearning #ai #iot HT @MikeQuindazzi https:\u2026                                               ,1
56  ,IL      ,iot              ,RT @evankirstel: 15 Mind-Blowing Stats about #IoT\n\n#BigData #innovation #fintech #sensors #AutonomousVehicles #Wearables #Analytics #Health\u2026                                             ,0
57  ,IL      ,iot              ,RT @Fisher85M: What are 5 Major Sectors in #SmartCities? {Infographic}\n\n#CyberSecurity #AI #P2P #SmartCity @fisher85m #CX #Healthcare #info\u2026                                             ,0
58  ,IL      ,iot              ,RT @softwebchicago: Let\u2019s see how #IoT and #blockchain works in the real world - https://t.co/vTZV6Sq0kI https://t.co/sVA0aNqyb1                                                           ,1
59  ,IL      ,iot              ,RT @LynnetteKTaylor: How do you describe what #AI can do?\n\n#IoT #CyberSecurity #MachineLearning #DeepLearning #infosec #fintech #gaming #ch\u2026                                             ,0
60  ,IL      ,iot              ,RT @rtehrani: #Cayenne Spices Up India's Growing #IoT Momentum Partnering with @senraco https://t.co/mgfpdwgMks                                                                                 ,0
61  ,IL      ,iot              ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                              ,1
62  ,IL      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                                           ,0
63  ,IL      ,iot              ,Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                                                       ,1
64  ,IL      ,iot              ,RT @Bill_IoT: The company that helps police track phones was reportedly hacked: #BigData #MachineLearning #AI #IoT MT: @MikeQuindazzi https\u2026                                               ,0
65  ,IL      ,iot              ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                              ,1
66  ,IL      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                                           ,0
67  ,IL      ,iot              ,RT @Softnet_Search: Tesla crash involving Autopilot prompts federal investigation: #machinelearning #ai #iot MT @Mikequindazzi https://t.co\u2026                                               ,0
68  ,IL      ,iot              ,Product Event on June 20: Enterprise Messaging and Beyond.  Register at: https://t.co/C5dCL6Ox7d @SoftwareAG\u2026 https://t.co/wXqAcRa40Q                                                      ,0
69  ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/opUlYsO6lY                                               ,0
70  ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Ivhjs4GhRe                                               ,0
71  ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/oq4rmp51m7                                               ,0
72  ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/d3iIsaSuYk                                               ,0
73  ,IL      ,iot              ,2018-05-17T04:22:05.612Z security deckcam vmotion                                                                                                                                               ,0
74  ,IL      ,iot              ,RT @evankirstel: #CyberSecurity: Top 5 Predictions {Infographic}\n\n#IoT #infosec #blockchain #GDPR #mobile #Security #innovation #ddos #Rans\u2026                                             ,1
75  ,IL      ,iot              ,"RT @amy_mclean_ai: How Alphabet is working to stop election cyber attacks (The 3:59, Ep. 403) - CNET: #machinelearning #ai #iot copy https:\u2026"                                             ,0
76  ,IL      ,iot              ,My @telebec internet download speed is about 97.68 Mbit/s. #RandomStat #IOT #SmartHome                                                                                                          ,0
77  ,IL      ,iot              ,"RT @AdosiaIO: Dev backend env GUI is nearly perfect. Next, a slick user control panel to manage Adosia #iot h/w.  #progress #blockchain #te\u2026"                                             ,1
78  ,IL      ,iot              ,2018-05-17T04:21:27.736Z security garage vmotion                                                                                                                                                ,0
79  ,IL      ,iot              ,RT @Self_Driving_AI: The IoT is becoming the IoS Internet of Services. This is the 3rd. Generation of IoT. #Infographic #IoT #technology #w\u2026                                               ,1
80  ,IL      ,iot              ,RT @donna_brown_ai: RT @Ed_Lambert_P2P\n Internet of Things Map HT @InsightBrief @MieQuindazzi RT @Fisher85M #IoT #CyberSecurity #wearables\u2026                                               ,0
81  ,IL      ,iot              ,"RT @IEEESpectrum: A new component for #IoT devices can deal with extreme heat, and could be used to monitor superhot places, such as the ti\u2026"                                             ,0
82  ,IL      ,iot              ,RT @IBM: How do zebra and antelope help protect endangered rhino from poachers?\u00a0IoT and IBM Cloud. https://t.co/UARitwkHz9                                                                 ,0
83  ,IL      ,iot              ,RT @BlockchainBlake: Senate barely passes resolution to restore net neutrality: #machinelearning #ai #iot mt: @Mikequindazzi https://t.co/0\u2026                                               ,0
84  ,IL      ,iot              ,RT @ai_amelia_: What is Usenet? 5 things you didn\u2019t know about it: #machinelearning #ai #iot ht: @Mikequindazzi https://t.co/vvCQjt70DI htt\u2026                                          ,0
85  ,IL      ,iot              ,RT @evankirstel: Ericsson and PTC Speed App and Service Development for Cellular #IoT @PTC @arkessa @EricssonIoT  https://t.co/n6nheVNrTp                                                       ,0
86  ,IL      ,iot              ,RT @Sophia_May_00: `YouTube Music is Google's latest stab at a Spotify rival - CNET: #machinelearning #ai #iot Cc @MikeQuindazzi https://t.\u2026                                               ,1
87  ,IL      ,iot              ,RT @BlockchainBlake: YouTube Music launches Tuesday; YouTube Red to be replaced with more expensive YouTube Premium: #machinelearning #ai #\u2026                                               ,0
88  ,IL      ,iot              ,RT @ar_carl_parsons: Map of Computer Science #Infographic \nfrom @mr_mig_by \n#BigData #DataScience #AI #MachineLearning #Coding #Robotics #I\u2026                                             ,0
89  ,IL      ,iot              ,RT @Victoria_Ball_0: Best Windows tablets 2018: the top Windows tablets reviewed: #BigData #MachineLearning #AI #IoT MT @worldtrendsinfo ht\u2026                                               ,1
90  ,IL      ,iot              ,RT @Self_Driving_AI: The IoT is becoming the IoS Internet of Services. This is the 3rd. Generation of IoT. #Infographic #IoT #technology #w\u2026                                               ,1
91  ,IL      ,iot              ,"RT @GS1_US: GS1 US SVP, Melanie Nuce, explores the concept of the Internet of Everything and why \u201cThing + Person = Relationship\u201d. https://t\u2026"                                   ,0
92  ,IL      ,iot              ,RT @alison_iot: The line between food and medicine is blurrier than ever \u2014 and the FDA needs to step up its game: #BigData #MachineLearning\u2026                                          ,0
93  ,IL      ,iot              ,RT @Flexintl: What can the medical technology industry learn from car manufacturers? Learn what's possible. https://t.co/FVNlWb7PZs #IoT #h\u2026                                               ,0
94  ,IL      ,iot              ,RT @evankirstel: #CyberSecurity: Top 5 Predictions {Infographic}\n\n#IoT #infosec #blockchain #GDPR #mobile #Security #innovation #ddos #Rans\u2026                                             ,1
95  ,IL      ,iot              ,RT @erikagraphic: What is the #Blockchain and Why is it So Important?  [#Infographic]\nhttps://t.co/rzQsIkKj7g\n\n#Crypto #DataScience #Bitcoi\u2026                                            ,1
96  ,IL      ,iot              ,RT @Fisher85M: What are 5 Major Sectors in #SmartCities? {Infographic}\n\n#CyberSecurity #AI #P2P #SmartCity @fisher85m #CX #Healthcare #info\u2026                                             ,0
97  ,IL      ,iot              ,RT @SmartHomeSolver: The Arbor Video Doorbell is a battery doorbell that gives a full-HD view of your front porch https://t.co/izB0PhEsrT v\u2026                                               ,0
98  ,IL      ,iot              ,"RT @LeimerNick: # IoT and #insurance, the ability to capture real-time data before, during and after a claim event  is a gamechanger for in\u2026"                                             ,1
99  ,IL      ,iot              ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                                     ,0
100 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Jasnuj9Vy1                                               ,0
101 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/IU23x9aiRf                                               ,0
102 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Xkxd20sZCU                                               ,0
103 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/SXQuv7XUUF                                               ,0
104 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/ScTvFLDbj4                                               ,0
105 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/25VtXLnHhO                                               ,0
106 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/8D976TQYOn                                               ,0
107 ,IL      ,iot              ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                             ,1
108 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/uE2ec2DKmx                                               ,0
109 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/iy2ZHyaEkj                                               ,0
110 ,IL      ,iot              ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/vgfrg4RGjf                                               ,0
111 ,IL      ,iot              ,RT @adamsconsulting: The #Technology Making Our Cities Smarter\nLarger #Infographic - https://t.co/6h7C7ciSHr\n(by @raconteur via @Ronald_van\u2026                                             ,0
112 ,IL      ,iot              ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                             ,1
113 ,IL      ,iot              ,RT @HorizonCoin: How can Horizon help communications in a #SmartCity #iot World?\n\nhttps://t.co/CKTy5hHF66\n\n#ico #blockchain #cryptocurrency\u2026                                           ,0
114 ,IL      ,iot              ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                            ,0
115 ,IL      ,iot              ,RT @IoTBigData: Royal wedding 2018: Prince Harry and Meghan Markle are marrying this Saturday - CNET: #ai #ml #dl #iot MT @worldtrendsinfo\u2026                                                ,0
116 ,IL      ,iot              ,RT @EmbeddedAdvisor: .@Avnet is a global leader in electronic components and embedded solutions from design to delivery https://t.co/VxxkYO\u2026                                               ,0
117 ,IL      ,iot              ,2018-05-17T04:34:42.193Z security deckcam vmotion                                                                                                                                               ,0
118 ,IL      ,iot              ,RT @evankirstel: Ericsson and PTC Speed App and Service Development for Cellular #IoT @PTC @arkessa @EricssonIoT  https://t.co/n6nheVNrTp                                                       ,0
119 ,IL      ,iot              ,RT @digitalcloudgal: #DezPhotoChallenge Who says work can\u2019t be fun? Had the best time today at #IoTWorld ! Thank you .@IoTWorldSeries .@Lor\u2026                                          ,1
120 ,IL      ,iot              ,Evolution of Internet of Things! [Infographic] \n\n[@antgrasso @evankirstel]\n#DigitalTransformation \n#IoT #AI #M2M\u2026 https://t.co/eRfmPtecCt                                              ,0
121 ,IL      ,iot              ,"Vape pen explosion led to death of Florida man, autopsy finds - CNET: #ai #deeplearning #iot cc @motorcycletwitt\u2026 https://t.co/hRBR6f6pu5"                                                ,0
122 ,IL      ,iot              ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                              ,0
123 ,IL      ,iot              ,RT @hudson_chatbots: PicoBrew is replacing its beer-brewing devices with a new universal device: #machinelearning #ai #iot mt: @MikeQuindaz\u2026                                               ,0
124 ,IL      ,iot              ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                              ,0
125 ,IL      ,iot              ,"RT @vanguardsw: RT @diioannid \#Ironing is a thing of the past. This #smart gadget and its #application can do it for you | via @mashable\n@\u2026"""                                          ,0
126 ,IL      ,iot              ,The Search Engine Optimization Tasks #SEO #DigitalMarketing #ContentMarketing #defstar5 #makeyourownlane #Marketing\u2026 https://t.co/EtmsW24OzQ                                               ,0
127 ,IL      ,iot              ,10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach\u2026 https://t.co/G66ryaoOkw                                                    ,0
128 ,IL      ,iot              ,RT @Self_Driving_AI: \ud83d\udd2dA #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] #InboundMarketing #ContentMarketing #Analy\u2026                                    ,0
129 ,IL      ,iot              ,RT @Fisher85M: \ud83c\udd95 The Periodic Table of Cloud Computing {Infographic}\n\n[via @CBinsights]\n#CyberSecurity #BigData #IoT @Fisher85M #VentureCap\u2026                                 ,0
130 ,IL      ,iot              ,digitaltransformation via NodeXL \n@helene_wpli\n@antgrasso\n@mikequindazzi\n@airshaid\n@ronald_vanloon\n@evankirstel\u2026 https://t.co/RKGXAcum4F                                             ,0
131 ,IL      ,iot              ,"RT @vanguardsw: RT @grattongirl \This #VirtualReality-controlled #Robot can dismantle bombs &gt; @CNBC via @MikeQuindazzi &gt; #AI #Robotics #IoT\u2026"""                                     ,0
132 ,IL      ,iot              ,RT @KrangTNelson: RACIST LAWYER GUY: hey fuck you. speak English in my presence. my taxes pay your welfare. fuck minorities \n\nBARI WEISS (P\u2026                                             ,0
133 ,IL      ,iot              ,The latest Enterprise IoT Tech Trends Daily! https://t.co/wHuLQmBPVO #iot #internetofthings                                                                                                     ,1
134 ,IL      ,iot              ,[#Podcast] Get a taste of #AIIM17 with @katrinapug and @ig_joe: https://t.co/pa4VWtZiS0 @Kevin_Craine #AI #IoT\u2026 https://t.co/I3Ag46wKrT                                                    ,0
135 ,IL      ,iot              ,"RT @digital_bella: OnePlus 6 vs iPhone X: almost half the price, but does it beat Apple's top phone?: #machinelearning #ai #iot mt: @motorc\u2026"                                             ,1
136 ,IL      ,iot              ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                            ,0
137 ,IL      ,iot              ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                                     ,0
138 ,IL      ,iot              ,RT @LeimerNick: Proud to be part of the IoT Observatory.\nhttps://t.co/zoMNf2NWmr https://t.co/xdvHGG05Yn                                                                                       ,1
139 ,IL      ,iot              ,RT @wolfSSL: @wolfSSL shout out to @codegirlclub! We enjoyed meeting you and learning about how you are inspiring kids to code! #IoTWorld #\u2026                                               ,1
140 ,IL      ,iot              ,RT @JackChurch_AI: Senate votes to restore net neutrality: Here's how every senator voted - CNET: #machinelearning #ai #iot MT @motorcyclet\u2026                                               ,0
141 ,IL      ,iot              ,"RT @adrian_drones: Top #Influencers: Top 10 Vertices, Ranked by Betweenness Centrality\nby @nodexl | \n\nRead more: \n\n#IoT #InternetofThings #\u2026"                                        ,1
142 ,IL      ,iot              ,"RT @RadioFreeTom: Life is going to be hard on this young man, because life, generally, is hardest on stupid people. https://t.co/gPJLIc8Pmn"                                                   ,0
143 ,IL      ,iot              ,RT @EmbeddedAdvisor: .@Avnet is a global leader in electronic components and embedded solutions from design to delivery https://t.co/VxxkYO\u2026                                               ,0
144 ,IL      ,iot              ,RT @IOT_Recruiting: 10 of the best cheap fitness trackers in India: Top affordable sports bands: #BigData #MachineLearning #AI #IoT HT @mot\u2026                                               ,1
145 ,IL      ,iot              ,"RT @DigiTransTop: 8 policy trends for 2018 including the impact of #digital, #cryptocurrency, and #China as well as the new #USA risk and r\u2026"                                             ,0
146 ,IL      ,iot              ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                              ,1
147 ,IL      ,iot              ,RT @SSI_TeamUS: What is the most robust tool for #data protection? Any guesses? @ipfconline1\n@antgrasso\n@Fisher85M @jblefevre60 @evankirste\u2026                                             ,1
148 ,IL      ,iot              ,"RT @IOT_Recruiting: Feast your eyes on the iPhone X Tesla, a case so crazy it comes with its own phone - CNET: #machinelearning #ai #iot HT\u2026"                                             ,0
149 ,IL      ,iot              ,RT @BobSudothis: What is #cloud computing to an #industry? [Infographic] \n\n#Industry40 #iot #PaaS #SaaS #IaaS #disruptive #visualization #s\u2026                                             ,0
150 ,IL      ,iot              ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                             ,1
151 ,IL      ,iot              ,RT @brianrandall763: 8 Emerging Technologies in Entertainment &amp; Media [#infographic] via @MikeQuindazzi HT @PetiotEric #AI #AR #VR #Machine\u2026                                           ,0
152 ,IL      ,iot              ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                            ,0
153 ,IL      ,iot              ,RT @PD_MobileApps: You can back this foldable E Ink typewriter on Kickstarter right now: #machinelearning #ai #iot HT @MikeQuindazzi https:\u2026                                               ,1
154 ,IL      ,iot              ,RT @evankirstel: 15 Mind-Blowing Stats about #IoT\n\n#BigData #innovation #fintech #sensors #AutonomousVehicles #Wearables #Analytics #Health\u2026                                             ,0
