    ,Location,Technology      ,Tweet                                                                                                                                                                                                                 ,Sentiment_Score
47  ,MS      ,iot             ,The Search Engine Optimization Tasks #SEO #DigitalMarketing #ContentMarketing #defstar5 #makeyourownlane #Marketing\u2026 https://t.co/EtmsW24OzQ                                                                     ,0
48  ,MS      ,iot             ,10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach\u2026 https://t.co/G66ryaoOkw                                                                          ,0
49  ,MS      ,iot             ,RT @Self_Driving_AI: \ud83d\udd2dA #GrowthHacking Planning System for Your #DigitalMarketing [#Infographic] #InboundMarketing #ContentMarketing #Analy\u2026                                                          ,0
50  ,MS      ,iot             ,RT @Fisher85M: \ud83c\udd95 The Periodic Table of Cloud Computing {Infographic}\n\n[via @CBinsights]\n#CyberSecurity #BigData #IoT @Fisher85M #VentureCap\u2026                                                       ,0
51  ,MS      ,iot             ,digitaltransformation via NodeXL \n@helene_wpli\n@antgrasso\n@mikequindazzi\n@airshaid\n@ronald_vanloon\n@evankirstel\u2026 https://t.co/RKGXAcum4F                                                                   ,0
52  ,MS      ,iot             ,"RT @vanguardsw: RT @grattongirl \This #VirtualReality-controlled #Robot can dismantle bombs &gt; @CNBC via @MikeQuindazzi &gt; #AI #Robotics #IoT\u2026"""                                                           ,0
53  ,MS      ,iot             ,RT @KrangTNelson: RACIST LAWYER GUY: hey fuck you. speak English in my presence. my taxes pay your welfare. fuck minorities \n\nBARI WEISS (P\u2026                                                                   ,0
54  ,MS      ,iot             ,[#Podcast] Get a taste of #AIIM17 with @katrinapug and @ig_joe: https://t.co/pa4VWtZiS0 @Kevin_Craine #AI #IoT\u2026 https://t.co/I3Ag46wKrT                                                                          ,0
55  ,MS      ,iot             ,"RT @digital_bella: OnePlus 6 vs iPhone X: almost half the price, but does it beat Apple's top phone?: #machinelearning #ai #iot mt: @motorc\u2026"                                                                   ,1
56  ,MS      ,iot             ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                                                  ,0
57  ,MS      ,iot             ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                                                           ,0
58  ,MS      ,iot             ,RT @JackChurch_AI: Senate votes to restore net neutrality: Here's how every senator voted - CNET: #machinelearning #ai #iot MT @motorcyclet\u2026                                                                     ,0
59  ,MS      ,iot             ,"RT @adrian_drones: Top #Influencers: Top 10 Vertices, Ranked by Betweenness Centrality\nby @nodexl | \n\nRead more: \n\n#IoT #InternetofThings #\u2026"                                                              ,1
60  ,MS      ,iot             ,"RT @RadioFreeTom: Life is going to be hard on this young man, because life, generally, is hardest on stupid people. https://t.co/gPJLIc8Pmn"                                                                         ,0
61  ,MS      ,iot             ,RT @EmbeddedAdvisor: .@Avnet is a global leader in electronic components and embedded solutions from design to delivery https://t.co/VxxkYO\u2026                                                                     ,0
62  ,MS      ,iot             ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                                                    ,1
63  ,MS      ,iot             ,RT @SSI_TeamUS: What is the most robust tool for #data protection? Any guesses? @ipfconline1\n@antgrasso\n@Fisher85M @jblefevre60 @evankirste\u2026                                                                   ,1
64  ,MS      ,iot             ,RT @BobSudothis: What is #cloud computing to an #industry? [Infographic] \n\n#Industry40 #iot #PaaS #SaaS #IaaS #disruptive #visualization #s\u2026                                                                   ,0
65  ,MS      ,iot             ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                                                   ,1
66  ,MS      ,iot             ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                                                  ,0
67  ,MS      ,iot             ,RT @PD_MobileApps: You can back this foldable E Ink typewriter on Kickstarter right now: #machinelearning #ai #iot HT @MikeQuindazzi https:\u2026                                                                     ,1
68  ,MS      ,iot             ,RT @evankirstel: 15 Mind-Blowing Stats about #IoT\n\n#BigData #innovation #fintech #sensors #AutonomousVehicles #Wearables #Analytics #Health\u2026                                                                   ,0
69  ,MS      ,iot             ,RT @Fisher85M: What are 5 Major Sectors in #SmartCities? {Infographic}\n\n#CyberSecurity #AI #P2P #SmartCity @fisher85m #CX #Healthcare #info\u2026                                                                   ,0
70  ,MS      ,iot             ,RT @softwebchicago: Let\u2019s see how #IoT and #blockchain works in the real world - https://t.co/vTZV6Sq0kI https://t.co/sVA0aNqyb1                                                                                 ,1
71  ,MS      ,iot             ,RT @LynnetteKTaylor: How do you describe what #AI can do?\n\n#IoT #CyberSecurity #MachineLearning #DeepLearning #infosec #fintech #gaming #ch\u2026                                                                   ,0
72  ,MS      ,iot             ,RT @rtehrani: #Cayenne Spices Up India's Growing #IoT Momentum Partnering with @senraco https://t.co/mgfpdwgMks                                                                                                       ,0
73  ,MS      ,iot             ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                                                    ,1
74  ,MS      ,iot             ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                                                    ,1
75  ,MS      ,iot             ,Product Event on June 20: Enterprise Messaging and Beyond.  Register at: https://t.co/C5dCL6Ox7d @SoftwareAG\u2026 https://t.co/wXqAcRa40Q                                                                            ,0
76  ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/Ivhjs4GhRe                                                                     ,0
77  ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/d3iIsaSuYk                                                                     ,0
78  ,MS      ,iot             ,2018-05-17T04:22:05.612Z security deckcam vmotion                                                                                                                                                                     ,0
79  ,MS      ,iot             ,RT @evankirstel: #CyberSecurity: Top 5 Predictions {Infographic}\n\n#IoT #infosec #blockchain #GDPR #mobile #Security #innovation #ddos #Rans\u2026                                                                   ,1
80  ,MS      ,iot             ,"RT @amy_mclean_ai: How Alphabet is working to stop election cyber attacks (The 3:59, Ep. 403) - CNET: #machinelearning #ai #iot copy https:\u2026"                                                                   ,0
81  ,MS      ,iot             ,My @telebec internet download speed is about 97.68 Mbit/s. #RandomStat #IOT #SmartHome                                                                                                                                ,0
82  ,MS      ,iot             ,"RT @AdosiaIO: Dev backend env GUI is nearly perfect. Next, a slick user control panel to manage Adosia #iot h/w.  #progress #blockchain #te\u2026"                                                                   ,1
83  ,MS      ,iot             ,2018-05-17T04:21:27.736Z security garage vmotion                                                                                                                                                                      ,0
84  ,MS      ,iot             ,RT @Self_Driving_AI: The IoT is becoming the IoS Internet of Services. This is the 3rd. Generation of IoT. #Infographic #IoT #technology #w\u2026                                                                     ,1
85  ,MS      ,iot             ,RT @donna_brown_ai: RT @Ed_Lambert_P2P\n Internet of Things Map HT @InsightBrief @MieQuindazzi RT @Fisher85M #IoT #CyberSecurity #wearables\u2026                                                                     ,0
86  ,MS      ,iot             ,"RT @IEEESpectrum: A new component for #IoT devices can deal with extreme heat, and could be used to monitor superhot places, such as the ti\u2026"                                                                   ,0
87  ,MS      ,iot             ,RT @IBM: How do zebra and antelope help protect endangered rhino from poachers?\u00a0IoT and IBM Cloud. https://t.co/UARitwkHz9                                                                                       ,0
88  ,MS      ,iot             ,RT @ai_amelia_: What is Usenet? 5 things you didn\u2019t know about it: #machinelearning #ai #iot ht: @Mikequindazzi https://t.co/vvCQjt70DI htt\u2026                                                                ,0
89  ,MS      ,iot             ,RT @evankirstel: Ericsson and PTC Speed App and Service Development for Cellular #IoT @PTC @arkessa @EricssonIoT  https://t.co/n6nheVNrTp                                                                             ,0
90  ,MS      ,iot             ,RT @Sophia_May_00: `YouTube Music is Google's latest stab at a Spotify rival - CNET: #machinelearning #ai #iot Cc @MikeQuindazzi https://t.\u2026                                                                     ,1
91  ,MS      ,iot             ,RT @ar_carl_parsons: Map of Computer Science #Infographic \nfrom @mr_mig_by \n#BigData #DataScience #AI #MachineLearning #Coding #Robotics #I\u2026                                                                   ,0
92  ,MS      ,iot             ,RT @Victoria_Ball_0: Best Windows tablets 2018: the top Windows tablets reviewed: #BigData #MachineLearning #AI #IoT MT @worldtrendsinfo ht\u2026                                                                     ,1
93  ,MS      ,iot             ,RT @Self_Driving_AI: The IoT is becoming the IoS Internet of Services. This is the 3rd. Generation of IoT. #Infographic #IoT #technology #w\u2026                                                                     ,1
94  ,MS      ,iot             ,"RT @GS1_US: GS1 US SVP, Melanie Nuce, explores the concept of the Internet of Everything and why \u201cThing + Person = Relationship\u201d. https://t\u2026"                                                         ,0
95  ,MS      ,iot             ,RT @alison_iot: The line between food and medicine is blurrier than ever \u2014 and the FDA needs to step up its game: #BigData #MachineLearning\u2026                                                                ,0
96  ,MS      ,iot             ,RT @evankirstel: #CyberSecurity: Top 5 Predictions {Infographic}\n\n#IoT #infosec #blockchain #GDPR #mobile #Security #innovation #ddos #Rans\u2026                                                                   ,1
97  ,MS      ,iot             ,RT @erikagraphic: What is the #Blockchain and Why is it So Important?  [#Infographic]\nhttps://t.co/rzQsIkKj7g\n\n#Crypto #DataScience #Bitcoi\u2026                                                                  ,1
98  ,MS      ,iot             ,RT @Fisher85M: What are 5 Major Sectors in #SmartCities? {Infographic}\n\n#CyberSecurity #AI #P2P #SmartCity @fisher85m #CX #Healthcare #info\u2026                                                                   ,0
99  ,MS      ,iot             ,RT @Fisher85M: What is #cloud computing to an #industry? {Infographic}\n\n#Industry40 #iot #PaaS #SaaS #IaaS #disruptive #visualization #star\u2026                                                                   ,0
100 ,MS      ,iot             ,RT @WohlfordDR: #Fintech #FinancialServices #Banking #Insurance finally have a way to easily expand with #TransformationStorage for #BigDat\u2026                                                                     ,1
101 ,MS      ,iot             ,RT @donna_brown_ai: The Search Engine Optimization Tasks #SEO #DigitalMarketing #ContentMarketing #defstar5 #makeyourownlane #Marketing #st\u2026                                                                     ,0
102 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/jXiLz7Grsg                                                                     ,0
103 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/RlpqdJtiPM                                                                     ,0
104 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/cvurF9V51e                                                                     ,0
105 ,MS      ,iot             ,RT @FirstNetGov: \u201cWe plan to apply key learnings to @FirstNet to give first responder subscribers even more innovative technologies that ca\u2026                                                                ,1
106 ,MS      ,iot             ,RT @WorldTrendsInfo: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                                                    ,1
107 ,MS      ,iot             ,RT @Self_Driving_AI: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience\u2026                                                                    ,1
108 ,MS      ,iot             ,RT @Sanderson_Tech: 4 quickly advancing and #EmergingTechnologies joining to be more powerful in 2018.\n#Infographic via @MikeQuindazzi\nMT @\u2026                                                                   ,1
109 ,MS      ,iot             ,RT @ai_amelia_: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigD\u2026                                                                   ,1
110 ,MS      ,iot             ,RT @Fisher85M: How full is your #BigData Backpack?\n\n#IoT #DX #Analytics @Info_Data_Mgmt @adamsconsulting https://t.co/YyJ16WOzLM https://t.\u2026                                                                   ,1
111 ,MS      ,iot             ,RT @JimMarous: Trends in Digital Transformation\n\nhttps://t.co/ZrkwTYUF7I\n\n#Banking #AI #IoT #digital #fintech #transformation #MachineLearn\u2026                                                                 ,0
112 ,MS      ,iot             ,RT @ai_amelia_: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigD\u2026                                                                   ,1
113 ,MS      ,iot             ,RT @ai_amelia_: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigD\u2026                                                                   ,1
114 ,MS      ,iot             ,RT @ai_amelia_: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigD\u2026                                                                   ,1
115 ,MS      ,iot             ,RT @ai_amelia_: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigD\u2026                                                                   ,1
116 ,MS      ,iot             ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                                                    ,0
117 ,MS      ,iot             ,RT @Victoria_Ball_0: The state of #SocialMedia : The Rise of the Urban Cloud Infographic @Cyber_Phish @PD_MobileApps @MikeQuindazzi @mallys\u2026                                                                     ,0
118 ,MS      ,iot             ,RT @Fisher85M: What are 5 Major Sectors in #SmartCities? {Infographic}\n\n#CyberSecurity #AI #P2P #SmartCity @fisher85m #CX #Healthcare #info\u2026                                                                   ,0
119 ,MS      ,iot             ,RT @ai_amelia_: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #BigD\u2026                                                                   ,1
120 ,MS      ,iot             ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                                                    ,0
121 ,MS      ,iot             ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                                                    ,0
122 ,MS      ,iot             ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                                                  ,0
123 ,MS      ,iot             ,RT @Fisher85M: What are 5 Major Sectors in #SmartCities? {Infographic}\n\n#CyberSecurity #AI #P2P #SmartCity @fisher85m #CX #Healthcare #info\u2026                                                                   ,0
124 ,MS      ,iot             ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                                                   ,1
125 ,MS      ,iot             ,RT @dhinchcliffe: Global share of #IoT projects in 2018\n- #SmartCity 23%\n- #Industry40 17%\n- #SmartBuildings 12%\n- #ConnectedCar 11%\n- #Sma\u2026                                                                ,0
126 ,MS      ,iot             ,RT @GreentownLabs: BIG NEWS TODAY: We're proud to announce the Greentown Labs Bold Ideas Challenge in partnership with @SchneiderElec! We'r\u2026                                                                     ,1
127 ,MS      ,iot             ,RT @IoTBigData: #ArtificialIntelligence giving rise to the \u201cfourth productivity impact\u201d beyond basic #automation: the rise of the fourth wa\u2026                                                           ,0
128 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/IU23x9aiRf                                                                     ,0
129 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/SXQuv7XUUF                                                                     ,0
130 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/8D976TQYOn                                                                     ,0
131 ,MS      ,iot             ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                                                   ,1
132 ,MS      ,iot             ,IOT Device Management Market Is Witness To Boost Rapidly Due To Increased Adoption Of Smart Connected Devices By 20\u2026 https://t.co/iy2ZHyaEkj                                                                     ,0
133 ,MS      ,iot             ,RT @adamsconsulting: The #Technology Making Our Cities Smarter\nLarger #Infographic - https://t.co/6h7C7ciSHr\n(by @raconteur via @Ronald_van\u2026                                                                   ,0
134 ,MS      ,iot             ,RT @amy_mclean_ai: The six most common #databreach causes [#infographic]\n\n#MI #ML #AI #IoT #Marketing #DataScience #Startup #Fintech #DL #B\u2026                                                                   ,1
135 ,MS      ,iot             ,RT @insurance_cio: Keeping up with the Social and Digital Evolution in Insurance https://t.co/9EwUV1zbqu #Cloud #IoT                                                                                                  ,0
136 ,MS      ,iot             ,RT @IoTBigData: Royal wedding 2018: Prince Harry and Meghan Markle are marrying this Saturday - CNET: #ai #ml #dl #iot MT @worldtrendsinfo\u2026                                                                      ,0
137 ,MS      ,iot             ,RT @EmbeddedAdvisor: .@Avnet is a global leader in electronic components and embedded solutions from design to delivery https://t.co/VxxkYO\u2026                                                                     ,0
138 ,MS      ,iot             ,2018-05-17T04:34:42.193Z security deckcam vmotion                                                                                                                                                                     ,0
139 ,MS      ,iot             ,RT @evankirstel: Ericsson and PTC Speed App and Service Development for Cellular #IoT @PTC @arkessa @EricssonIoT  https://t.co/n6nheVNrTp                                                                             ,0
140 ,MS      ,iot             ,RT @digitalcloudgal: #DezPhotoChallenge Who says work can\u2019t be fun? Had the best time today at #IoTWorld ! Thank you .@IoTWorldSeries .@Lor\u2026                                                                ,1
141 ,MS      ,iot             ,Evolution of Internet of Things! [Infographic] \n\n[@antgrasso @evankirstel]\n#DigitalTransformation \n#IoT #AI #M2M\u2026 https://t.co/eRfmPtecCt                                                                    ,0
142 ,MS      ,iot             ,"Vape pen explosion led to death of Florida man, autopsy finds - CNET: #ai #deeplearning #iot cc @motorcycletwitt\u2026 https://t.co/hRBR6f6pu5"                                                                      ,0
143 ,MS      ,iot             ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                                                    ,0
144 ,MS      ,iot             ,RT @hudson_chatbots: PicoBrew is replacing its beer-brewing devices with a new universal device: #machinelearning #ai #iot mt: @MikeQuindaz\u2026                                                                     ,0
145 ,MS      ,iot             ,RT @hudson_chatbots: 10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach #hacking\u2026                                                                    ,0
146 ,MS      ,iot             ,"RT @vanguardsw: RT @diioannid \#Ironing is a thing of the past. This #smart gadget and its #application can do it for you | via @mashable\n@\u2026"""                                                                ,0
147 ,MS      ,iot             ,The Search Engine Optimization Tasks #SEO #DigitalMarketing #ContentMarketing #defstar5 #makeyourownlane #Marketing\u2026 https://t.co/EtmsW24OzQ                                                                     ,0
148 ,MS      ,iot             ,10 elements to help you protect and manage #cyberattacks.\n\n#cyber #onlinesecurity #infosec #data #databreach\u2026 https://t.co/G66ryaoOkw                                                                          ,0
